Season,Team_Code,Game_Number,Home_Away,Opponent,GF,GA,Points,F_count,D_count,G_count,F_cost,D_cost,G_cost,Total_injuries,LowerBody_Count,UpperBody_Count,Players_Out,Opp_Players_Out,Money_InStands,Opp_Money_InStands,5v5_CF,5v5_CA,5v5_SF,5v5_SA,Playoffs_Bin,Playoffs
2021,LAK,29,Home,TOR,3.437432437965620,1.5303935520832300,65,10,7,3,52221036.54304230,34129845.8438598,18272119.205459800,9,1,1,2,3,1067521.3725239700,1824254.7360171200,54.59174884266680,54.92948663515650,20.637695904171800,27.75904337309780,1,Yes
2023,BOS,49,Away,CHI,2.3577203677174800,3.4082881392286300,63,14,7,3,35915367.022280900,18579033.945279800,8470364.633891140,1,2,5,7,4,1624588.620175320,1291718.162443430,48.95351983443280,46.42528758218760,21.521999779615500,23.19826490048260,1,Yes
2017,NYR,45,Away,BOS,3.9478408169058500,4.23986084272871,103,13,7,3,52239156.03470340,31442903.681898800,11063624.631605600,3,5,5,7,2,645228.0964808280,1276444.7425969500,59.142781773893600,41.80219505064950,25.478297412598100,27.96298987045810,0,No
2021,BOS,30,Away,BOS,4.084109989090310,3.3377204050344600,110,10,7,2,43680673.711562500,31039214.16712490,19898977.9464462,5,3,2,5,0,1214085.0532265900,1366815.6221613600,48.644564073322100,49.76510014378410,23.997459492988900,31.599356404062900,1,Yes
2015,COL,16,Away,BOS,4.039543016070830,4.121095780399040,88,10,6,2,26636040.97483150,15639244.977243400,18028355.42374190,4,3,2,4,4,1987529.2105891000,1623973.0327136500,47.080237909711400,44.31062875552640,24.63719227765700,38.96106563705780,0,No
2018,CHI,40,Home,BOS,4.256779600918660,3.6719191663982800,118,13,6,2,20987366.288983400,34699253.33977330,13469597.868443000,0,3,2,5,6,1655656.7041885100,1947035.7182426900,61.9154396207898,61.29799220302740,35.958863785066,21.375019041773500,1,Yes
2018,NYR,19,Home,COL,2.256723060520090,1.8616752492110700,93,12,6,3,34510144.01596610,37581202.62737830,12749413.877814100,5,4,0,5,4,815792.7326609200,610345.0313236490,41.20975719162850,56.011762410143300,31.26253187784090,30.147881876899200,0,No
2019,BOS,18,Home,TOR,3.7651257862388300,4.207359921857530,76,10,7,2,41867853.131853600,21685381.96180270,9269005.734570220,0,0,5,2,7,1252162.210546870,580151.9035865260,42.84305413103780,44.315034129709300,20.11541322585940,26.57839556421450,1,Yes
2021,LAK,1,Away,LAK,2.88161849182242,1.6993315330673200,102,11,6,3,53592814.088139500,35309768.104653800,12758141.415402900,2,2,5,1,5,850437.1454728500,1906325.5061110100,40.20364522070770,40.27724765216540,28.586455314083900,30.16623388553390,1,Yes
2021,COL,78,Home,NYR,4.025995658670190,3.1019024176432900,102,13,6,2,25099427.205609800,17060149.296548700,17722722.474199200,9,1,5,0,1,1114341.3908937600,1294813.438277310,44.58829559426280,64.24471147072640,28.157698537007200,20.479508947530600,0,No
2018,COL,47,Home,COL,3.6854720314848400,1.926411371380370,112,10,5,3,52008253.907343200,29999196.456526700,15277617.699166700,4,3,4,3,7,1670126.035602450,1422354.521850400,42.069700261313800,45.28583218492740,22.27890538889090,26.260507094031600,0,No
2021,BOS,66,Away,COL,3.829342339499170,1.5351198321927100,75,14,5,2,54520361.842689100,27141171.63335690,9350660.422669800,9,2,2,5,2,1656837.2229356100,1223635.4023920900,69.87407103339760,58.18649926662300,33.52283577202910,36.3973629505401,0,No
2017,CHI,38,Away,LAK,3.4684855130432100,2.766102780382920,61,11,6,2,26027499.480033400,28648088.332725,8021958.815802990,4,3,3,3,0,842150.5668535780,640486.1789112120,48.664299098622700,50.107657392302400,34.04194376758980,31.07883467709280,0,No
2020,BOS,51,Home,LAK,2.0322863084091200,2.3851221229624700,93,10,5,3,54063772.77216880,38155130.04710860,8978128.054952440,9,3,1,1,7,1883334.9772322900,1652134.0676280000,44.47804038007740,57.564578149451100,34.41786438104200,29.011649856322300,1,Yes
2016,NYR,63,Home,NYR,3.135080756690820,2.958001481392810,114,11,5,2,59658142.71371170,36782881.181171300,7546388.0208924000,5,1,3,3,1,1388852.2741472400,1620836.9676328800,47.22988773987750,49.46960880946970,34.56941891117180,25.710501434306800,1,Yes
2023,BOS,4,Home,NYR,4.454009218573530,3.2315996602036500,67,11,6,3,49073553.2419295,34627091.43099390,6434610.44035574,9,5,0,5,5,1069886.4364430200,967554.982239218,68.08376714620400,42.60818682076760,20.001056538645900,25.960850455827100,1,Yes
2019,COL,1,Home,LAK,4.312164199491360,1.6312172169268400,72,12,6,2,51390787.27299950,21842461.441959300,11287042.616630800,7,5,0,2,7,1252903.371171290,959358.8678426010,55.60480669073190,46.68850025673260,39.078416076934400,27.66202867181170,1,Yes
2020,BOS,8,Home,BOS,1.629521207391040,1.869009885371240,101,11,6,2,59776610.70235490,37795465.71715230,6699494.065974020,4,5,5,3,5,1407606.8801566200,1756762.0713582800,50.944542889235700,45.641756994372300,36.28417534109330,36.711414199291200,1,Yes
2018,CHI,29,Home,COL,1.9944444471883100,3.175927189351280,67,12,6,3,44219250.02103780,17437692.31159690,7578688.365906570,0,4,3,1,7,1339835.797768680,608535.8866119900,66.20174373727660,52.840580573189300,38.07963393178570,39.344264136165400,1,Yes
2021,LAK,55,Away,CHI,1.8951863203636900,2.5295020595179700,89,13,7,3,32315455.280650000,36333230.413969700,13209870.265092300,4,0,5,1,1,1229607.5533042700,1821657.7225348500,51.84970811647100,59.74851350278470,20.312865906148700,28.77310762700750,0,No
2023,TOR,3,Away,NYR,3.6779397299558900,3.6875204626483400,91,12,7,2,53501233.36304220,23204001.808840200,7468989.105493620,2,4,4,6,3,1257399.2061341000,884992.5348438720,50.050257098730900,47.91418224839070,38.677175915714800,27.867056774955200,1,Yes
2021,BOS,32,Away,NYR,3.9533559895708400,3.456874945775820,95,14,6,2,44579431.10046530,16344307.791549600,5958196.5114635400,3,2,0,6,4,764617.8656418290,1389477.121633240,46.21847567649210,40.362098059018500,36.1957705737621,36.93101551639730,1,Yes
2015,CHI,10,Home,LAK,2.1405340989320200,4.036813088969720,106,10,5,2,43247816.948838300,31733924.606018700,9760832.750418280,7,4,0,2,0,1719099.356457020,1903991.2685026700,51.333904717282300,55.56812092794270,36.744382859174000,28.538106412726100,0,No
2015,CHI,74,Away,TOR,3.0175580788554900,3.577478480007680,89,13,6,2,30145422.22056150,20781998.207898900,8304786.479329510,6,2,3,3,0,1312640.479911520,1517183.7523049700,49.50053068050780,58.17278468076920,21.86574769443940,31.040363445913000,1,Yes
2023,LAK,34,Home,CHI,4.0221090840336,2.789793232170440,60,13,6,2,50253370.783315500,21089278.1466158,12729577.81991570,4,2,0,3,0,696619.7925570550,1121644.718700560,60.31911877894420,68.88611482005430,34.77556057837200,24.618833291974900,1,Yes
2023,COL,55,Home,CHI,3.6984046342987500,3.518899867183300,102,14,5,2,23266691.03440390,22651179.155719300,6535506.26874814,1,0,4,6,1,1649235.652374170,1534301.3133581200,48.68748114012180,57.684124092797400,39.19833379284180,34.870050715581500,1,Yes
2018,CHI,32,Away,NYR,3.1267116164755400,2.3261435227662600,98,12,7,3,56971482.831786400,16592119.187562900,16276561.815244700,5,1,4,0,6,1898665.9675660300,1015969.4544745600,57.31599239267680,54.135176781344300,33.57094682836320,30.63976636541560,0,No
2023,CHI,50,Home,BOS,3.271043071376320,2.418940496334640,76,10,6,3,33032938.43081940,19428178.60495640,18593502.79152710,5,0,4,4,3,1920960.348855440,915887.6245237790,41.97676495095920,57.202048776931100,31.41122809249210,36.18069100480680,0,No
2017,CHI,7,Home,TOR,3.02508164074884,3.86695547976238,118,12,6,3,25110986.111599600,15128490.689639000,16151527.609342900,9,5,1,1,2,1053526.598616760,1995024.9169020200,45.73867470089540,67.83701889586080,38.91259355497990,35.614654600573400,1,Yes
2021,CHI,8,Away,CHI,2.392645353956460,2.8392585492047500,79,11,7,2,37694661.324096800,26135238.02764470,12992405.561020900,9,5,4,0,5,703275.3103411310,1626185.3467696800,52.22215814834050,64.85134436804940,28.858742434688700,24.300095365400600,0,No
2020,NYR,65,Away,NYR,3.1950659785770500,3.8951410215550600,83,12,7,2,21698796.370261300,17106384.435449300,17910017.326833300,5,4,4,1,1,1277599.4399496000,1467079.9660727300,68.10847761726090,49.68936200091420,31.985871326209600,34.31271101115530,1,Yes
2022,NYR,57,Away,CHI,3.566655906150270,3.967267121004840,109,13,5,2,47385047.77059870,32066315.126105000,15423775.696722600,8,2,1,7,6,668913.8440238310,1032934.4648289800,51.31755957147090,47.117630909714100,29.526765869887300,36.001088159027400,1,Yes
2023,COL,67,Home,TOR,4.119968747582420,4.0726870129838500,81,10,7,3,56108220.41781430,20890571.27979120,5158266.836752850,7,3,5,7,2,1900981.1277689300,573741.2437325720,59.922223635995000,47.879008370982200,38.656924427206000,26.9221448156479,1,Yes
2019,BOS,59,Away,TOR,3.4088740619377400,4.249905707523620,88,12,7,3,53490520.28554040,38589353.60087940,10911352.291617500,7,3,2,0,5,775369.441032719,546585.3140527330,47.65261667264200,55.13263119145640,21.521694535310100,23.45218225804550,0,No
2015,CHI,72,Away,COL,3.783364611129470,2.7929556615398900,81,10,7,2,25094778.937915200,36781290.68496630,17764278.491102000,0,2,0,7,5,879148.7899267460,1331271.8831732000,43.81100727919700,62.321483536857300,30.022394016507000,20.052643111591800,1,Yes
2017,LAK,54,Home,LAK,1.980214904863720,2.4566004549634200,103,10,5,2,25050845.484309300,22236022.374205200,10187882.869629000,4,0,4,6,3,1109954.7903274600,1643049.0815585800,41.7560980024015,55.09657621548890,33.739048827708800,29.018073061863000,1,Yes
2022,BOS,67,Away,LAK,2.88467242325937,3.246596239782340,68,11,7,3,52537379.29297060,34580386.36641700,5528227.602882850,6,1,0,6,4,1074746.7028386900,1306068.7856657800,49.16240495628250,42.03389187484340,35.838130768444700,27.04865463077680,1,Yes
2020,LAK,51,Away,NYR,1.52799485948128,2.6135172703128800,96,11,7,3,56970170.98412460,35081122.61662020,16192694.578284100,5,0,3,4,0,1691994.3385968300,1761177.607908670,44.72983080390720,61.70742101319940,31.660372948882700,31.098196676508200,1,Yes
2022,BOS,8,Away,TOR,2.240036593564870,3.303222500400700,69,13,5,3,38426793.193339600,39664077.852860300,17030574.05424300,4,2,0,0,7,1184475.2308264400,550139.7996398330,45.22031344048370,64.17910386012860,38.178354882429100,23.760821851775700,1,Yes
2023,COL,34,Home,COL,3.6793851453390100,3.616757587931470,95,14,7,2,39958844.676550600,29945999.671142100,7408905.425649630,7,2,5,1,2,756152.3900050050,1050128.1146389100,62.8227792516085,48.68493595359160,38.83982893767740,37.1933109533295,0,No
2018,CHI,35,Home,COL,4.47542985404809,3.5652150554764100,96,10,7,2,32730481.655429000,17049143.366091600,13060107.452647700,2,1,1,3,1,900814.8432291110,855605.586761267,40.47514212834620,59.92377217850050,21.28638446387170,25.155104312562200,1,Yes
2015,CHI,78,Home,CHI,1.7975342987616500,2.623658661060360,87,14,5,2,55770604.73025660,31170930.723159500,7879331.584935890,5,4,0,1,2,1263670.077781280,1170909.452235680,56.73430377206300,52.797757031631800,28.047410790827500,24.528592101753,0,No
2015,TOR,32,Home,CHI,2.7044829475838600,2.0005806050962600,87,13,6,3,45796116.21169420,30624493.70940090,15788516.285662200,4,4,0,5,4,721180.8761392020,608564.5897911840,51.38384141780390,66.67358067182330,20.469180434423100,29.614281129687100,1,Yes
2018,LAK,46,Away,COL,3.9002129060974800,2.7915880153866200,101,10,5,3,31530063.08669470,30958764.435510800,9073256.827662290,7,1,0,6,0,1417483.513469020,1931197.4623566100,55.19649999725640,65.3567667448222,26.588333147488900,29.977020474885500,0,No
2021,BOS,16,Home,CHI,2.1121069038867000,1.9277824322457300,102,10,7,2,31951314.842170100,22678641.20260530,9743226.838449950,3,4,2,2,2,1348620.9598267200,834883.1016040410,56.884907116438100,55.76295994928930,30.73736435941200,24.301704575701900,1,Yes
2016,BOS,68,Home,TOR,3.1652548479068600,4.170291105551430,80,14,7,2,55648002.92254410,36491989.62700830,17674562.80460150,7,3,2,2,4,1572053.4745733900,1883461.6632253800,49.401030833718300,60.74516637440780,38.21589861019900,25.437214534518300,1,Yes
2017,NYR,37,Away,BOS,3.6992138880890200,2.5376323822135700,83,12,7,3,20545360.956232900,38986804.5738853,12144835.283103600,9,4,3,6,1,1906556.9230690500,1138839.7325550200,48.85326580552860,66.50049103066310,36.931086449308100,23.3941047831049,0,No
2015,TOR,54,Away,TOR,3.347956350780540,1.9633792416699700,101,11,5,2,32909062.909065500,20442812.82445380,15046316.768273700,1,4,1,5,3,1868381.8416517300,1978286.199882830,62.00205548004720,54.87151030234830,22.549994533439700,34.369203566463300,0,No
2019,NYR,14,Away,COL,2.0640742038462500,1.5763432797172500,119,12,7,3,42174267.24865480,17203803.953416100,11035595.760837000,8,4,0,2,6,1919113.427103250,1331087.5751903200,66.13830964363470,49.39752221466470,21.860607494817900,35.401780625081600,1,Yes
2015,NYR,55,Home,COL,2.5661537060572200,3.4374671588594500,99,14,7,3,25928698.483973000,19863375.829212100,9470102.85790633,8,3,0,7,5,867073.3955355510,1896249.2962637100,45.77744897375580,62.60998413728740,31.78534677513330,29.246569949185700,0,No
2022,NYR,48,Home,TOR,3.8513753534561900,3.4107069523642300,61,11,5,2,23683950.16798360,35513803.48139300,14382170.90636990,9,4,0,6,1,697347.9599590320,508023.48304133400,42.928562816054500,46.60198764354080,30.642359449175700,34.28174045370040,0,No
2015,LAK,82,Home,CHI,3.1626795423960500,2.521812499743880,114,12,6,3,52611053.2436224,31916115.870496200,7322863.611182320,9,5,0,2,0,953415.0507446730,1622358.2092713500,66.93387419176080,51.65593444018130,25.327552828600500,34.71870783874890,1,Yes
2015,LAK,7,Away,CHI,1.515688840628740,1.715135666542950,67,11,6,2,55776175.54594030,30901183.558478200,10594997.533502900,5,3,2,6,5,1842627.759149470,1854575.9796537700,50.49686390942200,65.97181711320380,37.98906169107670,22.765510553556200,1,Yes
2016,COL,74,Away,LAK,3.7829722800842800,2.728886684685700,107,10,7,3,52944256.831927600,25044828.37773560,8135555.5607888300,3,1,5,4,6,1958080.2119352300,709580.8504684310,56.539521719884400,61.732670208079500,38.54732818923110,39.32356049669070,1,Yes
2016,COL,7,Home,COL,1.6059340648207200,2.433652485190180,86,12,5,3,55951515.58949390,29445699.28778590,15436924.504111200,3,0,5,3,1,1788987.426605710,644188.7775982270,50.786294335600100,52.11433015742500,28.052228766803300,36.42063894192860,1,Yes
2020,NYR,33,Away,NYR,3.7372013481937000,3.531361919205030,81,11,7,2,42124478.84233490,22696853.131859200,19163132.575191600,5,1,3,3,7,665026.5816913150,1136858.9107789300,43.77407009038150,46.44233507225070,37.806051142270400,24.08966922391650,1,Yes
2021,TOR,23,Away,LAK,2.1074416804957100,3.317337748358070,96,11,5,3,52490324.839613700,26930001.98544900,19932664.520238000,4,0,4,1,1,1921141.9970896900,1900518.3591994000,57.67994934843180,50.679051724967100,27.678977885259500,23.723300714921400,0,No
2019,BOS,19,Away,CHI,4.37422044035814,2.59378118459262,86,11,5,2,35361705.53564400,34826575.709266400,11754152.15662390,5,1,1,5,1,1135037.041026180,1313579.8402856600,55.75422555308890,48.52312447682300,34.736336636594000,22.513222911591700,1,Yes
2015,LAK,19,Home,TOR,2.6038222539062500,2.15367766276497,116,12,6,2,46650714.45916150,39531039.936386600,8787955.844546670,6,5,5,6,7,513965.43614353100,1291184.6955826000,46.089806775735900,45.282678638315600,29.51884435095450,22.76757125083840,0,No
2015,TOR,36,Away,CHI,2.480794849014240,4.464107898466780,88,13,6,3,59553421.25556660,38312223.089745000,11642440.555764900,6,0,0,0,1,1163590.6111222900,711689.1774489830,53.556071339568300,62.2999874069697,22.45166313014370,34.96323598057390,1,Yes
2017,CHI,29,Away,TOR,1.946664150997330,2.8620048635883400,62,12,5,2,29029108.9535651,38346648.57115620,17709041.14944090,8,0,5,1,5,569103.7545132010,501184.26663982800,63.908425120469400,47.56209660550520,38.55868402474040,29.393085139032500,1,Yes
2016,LAK,60,Home,LAK,2.4168126464706400,3.5648227073407100,103,14,7,2,35595989.85164320,25055593.37117780,8090085.1782806000,7,2,3,1,0,1315816.8817416800,1715210.1361181900,57.71278309323670,53.625024105032900,29.081931867550700,35.65868345479730,0,No
2019,LAK,82,Home,COL,4.129952285484600,1.9216589027350800,72,12,6,2,39201895.09240340,26719747.012669800,19281434.774793900,5,0,4,6,6,1007831.0411555800,631361.8444793570,42.907519812009800,51.57578340508330,34.68974080644810,34.92509788700410,1,Yes
2020,COL,2,Away,CHI,4.489003012881740,2.956769098978190,104,11,7,2,25520619.48080210,32640884.90922450,10127986.531972300,5,0,5,6,4,1210152.4003910700,1450774.728102990,56.44064491687410,69.46232135906890,27.343476288625800,32.09225427010440,0,No
2021,BOS,1,Away,TOR,2.604928591520550,1.5826101596084000,69,10,6,2,23241544.418602300,38054798.20128210,19787054.891754600,4,2,3,1,2,1419755.5411146800,1871924.6817727900,61.082148978687600,51.73276732444660,20.377617571524700,33.72733213157360,0,No
2018,BOS,47,Home,COL,2.845831892863630,3.01636535373135,95,12,6,2,53188914.65286500,18549856.483802100,17579133.313009400,0,4,2,1,7,1803201.6437267300,812977.8697376470,63.78110217342250,42.399474483902600,22.010607173836700,20.367114487582800,0,No
2021,CHI,69,Home,NYR,3.666212814608210,4.392052221353110,68,12,7,3,59071774.91310350,22606046.595679900,17128558.012210900,8,4,4,3,3,1492852.364707890,1497909.254355370,58.873527359028,42.694772577162500,29.924389589798500,26.23555293610040,1,Yes
2022,CHI,20,Away,TOR,4.158587341395220,2.652620138957400,113,11,6,2,36189002.55318640,18481171.114852700,9768570.106599260,8,2,3,0,7,1151073.302717270,618047.8650612640,44.57974493622350,57.72261164059190,33.79928714252730,32.7564435851882,1,Yes
2015,LAK,11,Away,LAK,3.2791330025603500,1.6169880377247300,115,10,6,3,23505993.44778610,30300213.248986400,5131658.179218940,8,3,5,7,6,1729141.7805055500,1405632.7157564200,61.30519799770480,57.98090655214800,26.69470653158560,20.186899069724900,1,Yes
2020,NYR,2,Away,NYR,2.674577094533490,1.5928673727580300,114,10,7,3,22632470.42762310,22657524.92218840,10731993.632389800,7,0,2,1,2,1858373.2063597000,745897.5814298040,60.32025538244550,52.56276971447970,33.90976918355300,20.65953887365190,1,Yes
2022,COL,67,Away,NYR,2.7378655225458700,2.6639602798406100,86,14,6,2,55652728.25441200,23152696.312814300,9527140.544940410,9,0,3,7,2,679639.9496482960,1603930.340772770,40.732806488219,52.95531076936090,33.97271178863910,37.03775964940770,1,Yes
2019,COL,12,Home,BOS,3.5868544394904200,1.9800748093895800,93,12,6,3,38552569.9891072,16772898.987199500,5560954.85613196,2,2,3,3,3,1297899.4663291900,951846.9421908620,52.35243002770730,41.617977485226100,34.07871814655660,33.680497233841400,1,Yes
2018,LAK,20,Away,CHI,1.509654790812840,1.5700562889845600,110,10,6,3,32801092.662495700,23744901.545189800,12580478.847588900,0,2,5,1,6,926767.9396136660,1195086.5132069700,49.9885074088712,55.496395311677900,29.850437080410200,25.307394662406900,0,No
2016,TOR,5,Away,TOR,3.358768012379520,3.7686408418505300,60,10,7,2,39058450.84957600,36562412.68503960,11045469.669241000,7,3,4,2,5,570591.7968154210,1399145.8130414300,60.082361927609300,55.14218426141060,38.29772300243010,33.75925680237420,1,Yes
2020,NYR,37,Home,NYR,2.5664790313240700,2.875569026645670,91,13,5,2,32732163.78769390,20826820.297270900,14518347.016122900,6,5,2,1,0,1502820.042670980,756910.1159993590,46.48407436932760,44.48647955670830,29.783930359612300,35.84913338278530,1,Yes
2020,LAK,38,Away,BOS,3.8825919938312500,2.3677343159179600,84,13,7,2,39561431.0123048,32379686.65525160,14317794.832911200,4,4,0,6,3,1794156.1661888400,1612456.7279264300,57.726157689227800,43.115181583327800,29.005303869932800,26.135885662202000,1,Yes
2015,NYR,9,Home,LAK,1.7789719194694000,4.200249549049440,88,10,5,3,54382255.87671750,30740708.623464800,6811199.538450200,9,1,1,5,0,744353.981716091,953960.5109552220,67.39617885442520,43.707174717984700,23.98761638021250,20.72074754998380,1,Yes
2023,NYR,53,Away,COL,3.2646068008451700,1.8484168806015800,66,14,6,3,43692054.842483800,36587115.20922790,19654483.191899300,6,5,4,5,5,1718620.4864358500,1493557.7898691300,63.934071166258200,43.030847394737800,26.15310174712670,38.65558249375470,0,No
2020,NYR,44,Away,TOR,2.942918669658370,4.367756486865960,108,10,5,2,47786150.91240700,18307198.691276000,7803971.441621700,9,4,2,1,2,1780093.6003054100,737424.5760490600,67.64373208649590,58.29124586610280,20.84668985036610,26.90359676591260,0,No
2017,LAK,24,Home,NYR,3.426976577715680,2.4419001521320600,62,11,7,2,34586827.04937350,39439749.00862610,11679110.371470600,3,0,3,4,0,1871510.6639997300,1532176.4888095300,69.3551790079807,45.89447957208760,32.6707058723234,22.129635265694100,0,No
2018,COL,81,Home,CHI,1.694560783448910,4.165211016926040,79,12,7,3,49540235.14042080,29565716.15100910,12321763.151506000,8,5,2,2,5,897927.6336290790,692282.1092156930,40.32010381018490,47.54290456562390,24.97071487854190,29.83713742786300,0,No
2018,COL,74,Away,BOS,3.239951362284390,3.3088286294383800,79,14,6,3,46664683.39517490,39886853.80867040,17195941.958211800,9,2,1,0,5,1855929.597784830,1138034.7444049800,58.682238291324300,45.20716432454320,26.083105089709300,35.369355913282700,0,No
2017,NYR,30,Away,NYR,3.184453763878570,3.9801220792244600,112,11,5,3,24782479.91008230,37787868.14664630,6488443.941419700,1,3,5,1,4,980994.1321046480,870809.1106083150,52.385181932767200,68.7350591334551,35.41629043328640,24.432946292351200,1,Yes
2017,TOR,59,Away,CHI,3.181980283248510,4.452039489631390,89,14,6,3,42905714.12462340,20537931.802827600,11429664.188128000,8,4,1,7,3,1328507.0201832500,1622562.8741422700,65.79563471005370,65.63852389455510,26.54442366322910,25.389801002667300,0,No
2017,BOS,81,Home,NYR,3.3104629997893600,2.365216313456240,94,11,6,2,30269739.85239030,16404050.247582800,14427532.55354310,8,3,0,0,4,575761.2062484230,893052.5067603120,47.55444106027400,46.91484512054560,24.843917840262800,24.854299735971700,0,No
2018,LAK,81,Away,TOR,3.529403811679090,4.383406456222780,94,12,7,3,52163826.785343700,21390977.344884000,8227334.3243608300,4,4,0,2,7,565821.6325531150,1822575.9595930900,69.43088467345230,49.82698881766380,23.381154982674100,39.83346105663360,1,Yes
2021,BOS,14,Home,TOR,3.914966999042310,2.668445684707260,108,12,5,3,37037508.33867760,28189091.224985500,14412018.481491100,0,5,1,1,2,1580559.8190983000,1837730.3171099200,58.41123908631240,46.296785269149900,35.49716804363910,23.94807467461090,1,Yes
2018,TOR,9,Home,TOR,2.3094621603846400,2.656535714210770,98,13,5,3,59787366.607859500,19289909.17662980,18854972.56324480,6,0,4,4,3,1166719.9669666900,794661.9728341790,63.80612206686490,54.75627878382470,22.594125159800500,31.51040433932250,0,No
2023,LAK,40,Away,LAK,3.975148230540190,2.521161312763520,86,11,5,3,23700017.517558600,19186493.612949700,19962771.967590100,9,1,4,3,2,884438.5630538260,1420768.9175115900,42.56798658468310,40.588315974227600,29.07507520500710,38.505292833139300,1,Yes
2015,NYR,66,Home,LAK,2.994767046790360,3.1242228220427600,85,13,5,2,51213914.50960630,26564838.677628800,5486766.151860140,9,3,3,4,4,785620.2440373650,631576.4625799470,45.50373654276600,60.14104026690390,30.13860232154390,22.937931377555600,1,Yes
2022,COL,25,Away,BOS,1.7311748374029900,1.9624351295354600,73,11,6,2,46948069.341686300,15831699.27923400,8533823.423670160,3,3,0,6,6,1504930.2362888300,1087305.6494024400,62.7521101910261,55.694744494529200,33.74779825371430,39.417083957354,0,No
2021,BOS,73,Away,TOR,1.6756527877319400,3.1611344560740300,76,13,6,3,50699953.223628200,18047202.06330680,9654606.736875460,8,1,3,4,5,500602.3160380100,1569982.5942519100,40.65959566117970,66.9591678490331,32.66566964665990,38.94954468791250,1,Yes
2016,CHI,22,Away,CHI,2.5027149560881800,3.125114437230010,77,12,7,3,32301191.819618300,25396533.485198700,10986891.50667450,5,3,0,7,2,1708836.7537952800,1489134.8702748700,64.50633957681350,44.931780529852400,36.21441345890350,37.691439741165300,0,No
2022,CHI,4,Away,NYR,3.8546909313344000,3.78570543781461,104,14,6,2,39682179.57529600,16578247.730199200,8633857.363771510,2,3,1,3,3,618874.4091948930,1437051.0041099100,40.41847056075730,64.12327738183390,20.895028678524800,24.291130426600000,0,No
2015,TOR,26,Away,COL,3.6230428042227500,4.000949885812760,111,13,6,2,51860340.788948300,24918876.411388200,8052319.918329690,5,4,4,6,7,787234.4223621790,923811.2954936650,59.7135651718382,63.758830434001500,25.928814495587900,32.681101120219700,1,Yes
2023,NYR,58,Home,CHI,3.8658448940172200,2.821324050937270,88,11,7,3,29301653.2648342,26850156.648711100,19318307.6362625,9,4,4,3,3,1079354.5929486300,1067037.4241516000,50.95281760695420,43.81543567650660,25.602682375507600,35.2178294592248,0,No
2023,BOS,29,Home,LAK,3.051807169324830,2.4069997480544800,79,11,7,3,29041327.871546100,26281665.35182790,18777824.041557800,5,1,1,5,2,1227288.1095741600,654419.2170504290,58.344845581576000,51.95677672432380,22.920338111842200,39.72055856392860,0,No
2016,NYR,37,Away,LAK,2.820596993866470,2.2780046919512800,112,12,7,2,42042038.13179730,36729371.43507720,5704887.515046760,4,0,3,3,3,1032492.6737209100,1578534.2306504000,60.880942209673400,45.1045792343355,25.783565077128900,23.60847644162740,1,Yes
2021,BOS,75,Away,CHI,1.942357580118850,2.0838715101146200,86,11,6,2,40942543.18119420,28251561.376293300,10082195.324072700,1,5,3,1,7,981068.2474764410,1255833.1951869100,50.27425657558910,47.641615013726500,26.19530628285810,35.32051799038590,1,Yes
2017,TOR,70,Home,LAK,2.4845782608279300,1.6729427465970700,77,10,6,2,31290498.816517300,26699511.561951100,11077228.3051761,9,5,2,0,5,1945874.0181097800,1563148.4485184800,43.23887344332510,47.89738524491630,30.437689238549600,26.776023398542300,1,Yes
2021,TOR,18,Home,TOR,2.8020580985216300,2.52734393650414,63,14,7,2,31923026.020992900,25267731.134791700,8585218.01998915,9,3,0,5,6,1462369.5218650900,873415.2871953090,42.08937603244800,56.68709182077320,33.27408957852510,23.512529311360000,1,Yes
2023,CHI,42,Home,BOS,1.7658012890388500,2.3107430763923500,60,13,7,2,31113806.52826260,35440584.45761220,14433093.454822600,1,0,3,5,5,535149.4330510820,986657.3429525990,57.668080676876400,52.34232795281400,27.62201027223630,28.4275388242771,0,No
2018,NYR,41,Home,NYR,2.161835858133630,4.399252157599220,109,14,7,2,50860482.479939500,37376415.09999580,14605711.199663600,6,1,1,0,3,1145263.8626664700,1001323.005890170,55.619660612023300,68.43198412018920,34.38940462626760,35.87671824297230,1,Yes
2015,LAK,38,Away,BOS,3.2946758821912200,3.173126478750130,60,12,6,3,46076034.62249840,36331061.72992790,17757563.424929000,1,1,3,7,7,1812513.0496159600,538613.6146208240,62.26603027363400,43.79110425841020,26.7233067715916,29.296996074081000,1,Yes
2016,CHI,34,Away,NYR,3.7069893427175700,2.5418311170915200,117,13,6,2,53296687.33641010,31838664.45328480,16113039.025778300,5,4,4,5,7,952184.279616002,1011571.8092459400,55.29206530011810,69.21076404550600,25.805673546295200,30.75046200406100,0,No
2015,NYR,17,Home,NYR,4.4950425341788500,3.2414028029810900,85,13,5,2,59018921.13256090,18434043.649216900,13138599.904489300,4,3,0,3,2,641834.5171615820,1704956.8602770500,52.673373700926400,46.91915920642790,30.823761117140500,39.903188204002400,0,No
2019,CHI,37,Away,BOS,4.299339994030670,1.9175901040370900,104,10,6,2,38966571.85087950,21921749.237300300,14803801.550666300,3,2,5,4,4,1637577.1573848800,1845947.7436246100,51.94261534708690,63.18621809145560,20.474327206115800,27.98218599114850,0,No
